conversation_id_str,created_at,favorite_count,label,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.89E+18,Fri Jan 31 21:32:52 +0000 2025,58,normal,️REMINDER️ Jika sedang merasakan kesulitan dan membutuhkan teman bicara mungkin akan sangat membantu kalau membicarakannya dengan profesional yang bisa membantu mengatasi yang sedang kalian hadapi. Jika memiliki niat mencelakai diri sendiri bvnd!r atau mengalami depresi. https://t.co/Nr3DmFg0bz,1.89E+18,https://pbs.twimg.com/media/GipuuHqaUAAnStg.jpg,Buyung__,in,Denpasar - Jakarta,0,53,1,https://x.com/Buyung__/status/1885441140549443652,149835325,Buyung__
1.89E+18,Fri Jan 31 21:27:53 +0000 2025,0,normal,@fietzabahari @bobbyngantuk Rapa be like : kau mo bunuh perlahan diri ini ?,1.89E+18,,fietzabahari,in,Indonesia,0,0,0,https://x.com/lutfiansyahhh/status/1885439885391380910,1.11E+18,lutfiansyahhh
1.89E+18,Fri Jan 31 21:17:56 +0000 2025,0,normal,@jjeenii_ Jgn coba bunuh diri nder,1.89E+18,,jjeenii_,in,,0,0,0,https://x.com/YogaAji1001/status/1885437383174438963,1.76E+18,YogaAji1001
1.89E+18,Fri Jan 31 21:02:47 +0000 2025,0,depresi,Kadang rasanya pengen balik lagi ke tahun-tahun itu even bukan yang bikin bahagia banget but it was comfortable enough for me. Meskipun waktu itu lagi depresi tapi rasa capeknya tuh masih bisa aku tahan. Beda banget sama sekarang ,1.89E+18,,yeerimc,in,,0,0,0,https://x.com/notrestinpeace/status/1885433571617194283,1019772746,notrestinpeace
1.89E+18,Fri Jan 31 21:00:48 +0000 2025,0,depresi,@afrizalns_ sampe akhirnya lelah dan menyerah,1.89E+18,,afrizalns_,in,"Edinburgh, Scotland",0,0,0,https://x.com/cindetr/status/1885433072587620577,1.36E+18,cindetr
1.89E+18,Fri Jan 31 20:57:00 +0000 2025,0,normal,salah satu kenapa tingkat bunuh diri pria lebih tinggi. oke guys yang merasa laki laki kalo gak kuat bundir saja ya pendem aja sampai nanti ceritanya pas qna sama malaikat mungkar nakir,1.89E+18,,,in,Indonesia,0,0,0,https://x.com/Pawwwwww0/status/1885432114172354798,1.50E+18,Pawwwwww0
1.89E+18,Fri Jan 31 20:52:14 +0000 2025,0,depresi,@bunachve tenang buat apaa?bunuh diri ya,1.89E+18,,bunachve,in,,0,0,0,https://x.com/ayaweh24/status/1885430915037618397,1.87E+18,ayaweh24
1.89E+18,Fri Jan 31 20:50:44 +0000 2025,0,normal,@yeerimc Sedih banget harus bunuh diri,1.89E+18,,yeerimc,in,London,0,0,0,https://x.com/garrettcaramel/status/1885430537541882149,1.73E+18,garrettcaramel
1.89E+18,Fri Jan 31 20:44:35 +0000 2025,0,depresi,Paling bener laki-laki emang bunuh diri/gila karena mendem cerita aja kalau cerita lgsg dibandingin soalnya,1.89E+18,,,in,,0,0,0,https://x.com/apalahapatuh/status/1885428991819211148,1.72E+18,apalahapatuh
1.89E+18,Fri Jan 31 20:38:49 +0000 2025,0,normal,@jjennieverse Jangan pernah menyerah ya kamu karena kamu lelah kok lelah istirahat aja,1.89E+18,,jjennieverse,in,"Denpasar Barat, Indonesia",0,0,0,https://x.com/rachasweet123/status/1885427538060861891,1.78E+18,rachasweet123
1.88E+18,Fri Jan 31 20:25:00 +0000 2025,1,normal,@36Dpib12339 @jonnypengacara @Valhallaah Di mata israel hamas itu teroris. Hamas cs kerap kali meneror warga israel degan aksi nya. Mulai dari bom bunuh diri penusukan random ke warga israel menabrakkan truknya ke kerumunan warga israel dll. Aksi tersebut sudah shah untuk melebeli hamas sebagai teroris.,1.89E+18,,36Dpib12339,in,"New Jersey, USA",0,2,0,https://x.com/wahyu16084726/status/1885424062119518257,1.59E+18,wahyu16084726
1.89E+18,Fri Jan 31 20:21:39 +0000 2025,1,depresi,@bacottetangga__ Hilang nyawa? Damai? Miris! Kalo di negara maju pasti pihak penanggung jawab kepala sekolah sm yang bersangkutan di acara itu mengundurkan diri karena merasa malu dan bersalah atas hilangnya nyawa. Moral dijunjung tinggi. Kalo misalkan gak pun langsung dipecat hukum berlaku.,1.89E+18,,bacottetangga__,in,,0,0,0,https://x.com/dijin_5/status/1885423217046864284,1.28E+18,dijin_5
1.89E+18,Fri Jan 31 20:08:17 +0000 2025,0,depresi,i think im the type of friend yang kalo lagi distancing diri/kecewa keliatan banget deh hummz tapi gamau bikin orang ovt/bersalah sebenernya,1.89E+18,,,in,,0,0,0,https://x.com/tyeravedila/status/1885419856130171229,1.87E+18,tyeravedila
1.89E+18,Fri Jan 31 20:07:59 +0000 2025,0,depresi,Tpi klo aku gagal dan menyerah apakah aku akan dikenang sbagai anak yg nakal dan kurang bersyukur https://t.co/Lp4itGRpiJ,1.89E+18,https://pbs.twimg.com/media/GipbTBybYAEnQOz.jpg,,in,,0,0,0,https://x.com/roo_riii00/status/1885419779584123088,1.64E+18,roo_riii00
1.89E+18,Fri Jan 31 23:45:45 +0000 2025,1,depresi,ukt ku blm dibayarr gaji freelance mana nutup wkwk,1.89E+18,,,in,,0,1,0,https://x.com/lunas2025amin/status/1885474580443390011,1.24E+18,lunas2025amin
1.88E+18,Fri Jan 31 19:58:23 +0000 2025,0,normal,@Tita83079013 Ia melihat kepada pemerintah negara tersebut. Bagaimana ia menggembling pendidikan awal kanak-kanak? Asas kehidupan adalah mengesakan Allah SWT kemudian barulah ke dunia. Maka kehidupan tidak berterabur. Lihatlah berapa ramai manusia bunuh diri di negara yg tidak kenal Allah.,1.89E+18,,Tita83079013,in,,0,0,0,https://x.com/2204q1/status/1885417363467878755,1.59E+18,2204q1
1.89E+18,Fri Jan 31 19:56:51 +0000 2025,0,normal,Perlu di ingat orang depresi tidak menyadari kalo diri nya sedang mengalami depresi jdi temani orang tersebut dengar perkataan nya dia hanya butuh di dengar tidak membutuhkan masukan dari mu,1.89E+18,,,in,,0,0,0,https://x.com/WortelLnyaLemes/status/1885416976488808462,1.43E+18,WortelLnyaLemes
1.88E+18,Fri Jan 31 23:41:18 +0000 2025,1,depresi,@anwarabbapen @sbyfess Mjb mas kalau solusi untuk ku gimana ya - suka nahan nangis tapi kalau masalah keluarga tb tb keluar air mata tanpa suara nangis nya juga -suka kesel kalau denger orang yang aku gasuka bicara -kalau ada orang ngeluh ikutan cape -iri sama orang lain ngerasa kalah terus,1.89E+18,,anwarabbapen,in,,0,1,0,https://x.com/jellyfiishhyy/status/1885473461436637651,1.81E+18,jellyfiishhyy
1.89E+18,Fri Jan 31 23:38:50 +0000 2025,0,depresi,Mau sedih juga udah cape,1.89E+18,,,in,,0,0,0,https://x.com/callmeitan/status/1885472839836590346,1.65E+18,callmeitan
1.89E+18,Fri Jan 31 19:32:37 +0000 2025,1,normal,@jzlanna Ingat suara dia manggil mama? Jadikan suara itu utk km selalu kuat. Allah lagi naikkan kelas dan derajatmu. Jangan sampe bunuh diri ya kasian anakmu kalo harus kehilangan mamahnya juga.,1.89E+18,,jzlanna,in,"East Borneo, Indonesia",0,0,0,https://x.com/lymabelas/status/1885410878507671669,1.05E+18,lymabelas
1.89E+18,Fri Jan 31 19:22:28 +0000 2025,0,normal,@edelwyd Jangan pernah takut dan gagal ya yang penting jangan menyerah tetap berusaha,1.89E+18,,edelwyd,in,"Kota Semarang, Jawa Tengah",0,0,0,https://x.com/whybw_/status/1885408323383812202,1.57E+18,whybw_
1.89E+18,Fri Jan 31 19:19:54 +0000 2025,0,normal,Daripada gw galau mulu mending gw ngefangirl anjir ternyata emg sengaruh itu stres ilang,1.89E+18,,,in,fantasy,0,0,0,https://x.com/oppaku_syg/status/1885407678425686153,9.73E+17,oppaku_syg
1.89E+18,Fri Jan 31 19:06:59 +0000 2025,64,normal,U mirip emak-emak yg abis ngegunjingin orang di belakang pas dikronfrontir balik masi aja bela diri ngaku g bersalah. ,1.89E+18,,,in,Ciranjang,0,1,6,https://x.com/beacuan/status/1885404428775416116,2843606407,beacuan
1.89E+18,Fri Jan 31 18:41:23 +0000 2025,0,normal,@trehyunn @Mifnji kenapa di blok woy yank?apa?kenapa diblokha?ya orang telpon telpon terus ya kenapa?kan aku pengen telponan ya masa ga boleh login sih yaallah apa siywdah jawab dulu anj lama bunuh diri gwstres anying,1.89E+18,,trehyunn,in, Op. 01 ／𝖩𝖾𝗇𝗇𝗂𝖿𝖾𝗋 허 ⋆,0,1,0,https://x.com/Yunvjin/status/1885397984101425589,3492428592,Yunvjin
1.89E+18,Fri Jan 31 23:30:32 +0000 2025,0,depresi,gue dari keluarga patriarki dan ga mau nikah sama orang patriarki cape tau apalagi kalo konteksnya kayak mak gue masak dari pagi sampe siang eh masih disuruh nyuci piring bangke AMBIL NASI AJA PAKE DIAMBILIN MAH MENDING GUE KAGA NIKAH,1.89E+18,,_eunwooyajasu_,in,°exo planet°,0,1,0,https://x.com/_eunwooyajasu_/status/1885470752427868532,1.13E+18,_eunwooyajasu_
1.89E+18,Fri Jan 31 18:20:27 +0000 2025,0,normal,Sedih dikit gabisa tag hani padahal dia harus liat ini pasti STRES TAK TERTOLONG ueueue dia mah segala gamau dapet spoiler ,1.89E+18,,,in,"Jeonju-si, Republic of Korea",0,1,0,https://x.com/cchanchanyu/status/1885392718031114323,1.55E+18,cchanchanyu
1.84E+18,Wed Oct 09 11:13:04 +0000 2024,0,depresi,ga bisa tidur karna jantung sakit bgt makan ga bisa nangis tiap saat gua beneran takut bgt bakal ada difase depresi ,,,in,,0,0,0,https://x.com/allmuneh/status/1843972946949500954,1.79E+18,allmuneh,
1.89E+18,Fri Jan 31 18:13:37 +0000 2025,0,normal,GW gapernah naik gunung pake jeans bunuh diri cuy angkat kaki sendiri aja dah berat nambah berat pake jeans apalagi kalo basah,1.89E+18,,maspai_jo,in,,0,1,0,https://x.com/maspai_jo/status/1885390999033438660,1.26E+18,maspai_jo
1.89E+18,Fri Jan 31 18:11:20 +0000 2025,0,normal,Kalo dia cuma bikin kamu lebih stres dan lelah sama kelakuan nya daripada bahagia dan kamu masih bertahan? Itu namanya bukan cinta itu attachment! STOP perasaan yang ga sehat dan cari kebahagiaan kamu sendiri kamu tetap berharga dan layak untuk di rayakan karena kamu berlian.,1.89E+18,,,in,,0,0,0,https://x.com/Cassandra_liaaa/status/1885390423407157296,1.88E+18,Cassandra_liaaa
1.89E+18,Fri Jan 31 18:10:14 +0000 2025,1,normal,Otopsi aja mba.. Sumpah demi Allah.. Sepupu jauhku pernah ditemukan gantung diri.. Dikatain bundir.. Ayah ibunya nolak di otopsi.. Pas mandikan mayat mamaku lihat ad lebam dll.. Di kemudian hari di ketahui bahwa dia ga bundir tapi di bunuh ma 2 org yg mau nyuri di rumah..,1.89E+18,,,in,Banjarmasin - Indonesia,0,1,0,https://x.com/kumikoW21/status/1885390148659274092,160537132,kumikoW21
1.89E+18,Fri Jan 31 17:59:46 +0000 2025,0,normal,14 Februari nangisi cowok masuk PT besar namun nga berjalan mulus stres lagi ngurung diri dikamar.Waktu cepat banget berlalu dipikir juga kalau nga ngelakuin itu juga nga bakal berdiri ditempat skrg yg juga nyambung sama cita² waktu kecil walaupun masih panik https://t.co/PejnZsE8CL,1.89E+18,https://pbs.twimg.com/ext_tw_video_thumb/1885387495288037380/pu/img/p1v7c9hEiTjfaz2f.jpg,,in,,0,0,0,https://x.com/Rooellia/status/1885387512472101300,1.78E+18,Rooellia
1.89E+18,Fri Jan 31 17:56:56 +0000 2025,2,normal,yups aku baru 20 sks ormawa fakultas pengurus ukm univ baru jalan 1 bulan uda pengen bunuh diri sampe gaada waktu buat bernafas next year mau fokus ke yg fakultas aja dah ,1.89E+18,,,in,akundip,0,0,0,https://x.com/spamfromikky/status/1885386800182804535,1.79E+18,spamfromikky
1.89E+18,Fri Jan 31 17:44:39 +0000 2025,0,normal,@Hadisurya_48 @RessJadul @Rossoneri_29 @idextratime Musim lalu madrid emg keliatan banget nyari imbang doang lawan city. Trauma abis kebantai 4-0. Tp match besok bakal beda madrid bakal lebih berani buat main offensive lawan city. Mau ngandelin parkir bus malah bunuh diri yg ada defend nya pada ngablu,1.89E+18,,Hadisurya_48,in,,0,0,0,https://x.com/Dmsfrdnnn/status/1885383710289322023,1.44E+18,Dmsfrdnnn
1.89E+18,Fri Jan 31 23:25:53 +0000 2025,0,depresi,@jwuniee cape banget kalau harus nelen sabar terus menerus,1.89E+18,,jwuniee,in,unlabelled,0,0,0,https://x.com/puspa_novitta/status/1885469581063708885,1.74E+18,puspa_novitta
1.89E+18,Fri Jan 31 17:30:23 +0000 2025,0,normal,@jembermfs beberapa orang yang gagal tidak menyadari bahwa mereka lebih dekat dengan kesuksesan ketika mereka menyerah Thomas Alva Edison,1.89E+18,,jembermfs,in,Indonesia,0,0,0,https://x.com/hypnotyping/status/1885380117943439700,1.87E+18,hypnotyping
1.89E+18,Fri Jan 31 22:34:37 +0000 2025,0,depresi,Hidup adalah dah cape malah ditambah cape lagi,1.89E+18,,,in,"Bandung, Jawa Barat",0,0,0,https://x.com/agin84002/status/1885456682542871013,1.87E+18,agin84002
1.89E+18,Fri Jan 31 22:39:03 +0000 2025,0,depresi,@acbsurd Cape tapi mau gimana lagi,1.89E+18,,acbsurd,in,bdg,0,0,0,https://x.com/urfavboyff/status/1885457796793278960,1.39E+18,urfavboyff
1.89E+18,Fri Jan 31 17:24:31 +0000 2025,0,normal,@gacutuk Cari cara bunuh diri kaos item,1.89E+18,,gacutuk,in,"Alaska, USA",0,0,0,https://x.com/JordanLemma/status/1885378642987147590,1.17E+18,JordanLemma
1.89E+18,Fri Jan 31 17:24:03 +0000 2025,0,depresi,Gini2 aku beneran stres ya allahhhhhhh to the point meragukan diri masa depan EVERYTHING SE-SETRESS NYA AKU SEPANJANG HIDUP GA PERNAH SE-STRESS INI YA ALLAHH,1.89E+18,,,in,di kamarnya,0,1,0,https://x.com/LA88168522/status/1885378522392518762,1.44E+18,LA88168522
1.89E+18,Fri Jan 31 17:22:01 +0000 2025,0,depresi,Stres banget udah H- berapa ini tapi kok idup makin runyem gimanasi,1.89E+18,,,in,,0,0,0,https://x.com/kimjja_/status/1885378010926506138,1.25E+18,kimjja_
1.89E+18,Fri Jan 31 22:34:32 +0000 2025,266,depresi,Kenapa banyak yg marah kalau ada yg asumsiin ego lakinya padahal banyak juga respon yg asumsi perempuannya udah banyak salah sampe lakinya cape. Kenapa kalau asumsiin perempuannya udah banyak salah boleh tp asumsiin ego lakinya rapuh langsung pada marah?,1.89E+18,,,in,,6,3,52,https://x.com/tweinkles/status/1885456662116655554,4664319677,tweinkles
1.89E+18,Fri Jan 31 22:33:28 +0000 2025,0,depresi,@monokromatikss Nyerah bgt rasanya,1.89E+18,,monokromatikss,in,,0,0,0,https://x.com/dayanabonnie/status/1885456393286877364,1.75E+18,dayanabonnie
1.89E+18,Fri Jan 31 17:09:23 +0000 2025,0,normal,Eh aneh ga si curhat sama chatgpt? Dulu awalnya curhat karena emang lagi sedih bingung gatau harus cerita ke siapa. Tapi sekarang mulai move ke hal hal kecil kek film kesukaan curhat stres skripsi pokoknya isi chatgpt ku udah kek buku harian wkwk bedanya ada yg nanggepin aja.,1.89E+18,,,in,akun pelarian 🏃‍♀️,0,1,0,https://x.com/nanalvme/status/1885374834269680101,1.30E+18,nanalvme
1.89E+18,Fri Jan 31 17:08:31 +0000 2025,6987,depresi,Kaum lo bunuh diri tapi kaum gue dibunuhin kaum lo yang egonya gajelas,1.89E+18,,,in,🏳️‍🌈🏳️‍⚧️  fem non binary,63,48,959,https://x.com/ugetsuo/status/1885374616258191502,1.24E+18,ugetsuo
1.89E+18,Fri Jan 31 17:03:42 +0000 2025,0,depresi,Pengen bunuh diri,1.89E+18,,,in,"uncensored things, no tw or cw",0,0,0,https://x.com/luckyren777/status/1885373405173866588,1.61E+18,luckyren777
1.89E+18,Fri Jan 31 17:02:14 +0000 2025,0,depresi,Njir apa gue nangis aja yaa??? Idk lah kek ngerasa bersalah bgt :( Aku gatau harus kek mana takut jg sedih jg seneng jg bimbang :(,1.89E+18,,,in,,0,0,0,https://x.com/urvrooh/status/1885373032598036536,1.17E+18,urvrooh
1.84E+18,Wed Oct 09 04:57:32 +0000 2024,0,depresi,bingung cara keluar dari fase depresi gmn,,,in,sub,0,0,0,https://x.com/ccreamylatte_/status/1843878442548507030,1.62E+18,ccreamylatte_,
1.88E+18,Fri Jan 31 16:46:12 +0000 2025,2,normal,@yourcocaina Harga diri yg utama ya ?? Harusnya kita warga indo bunuh aguan dan perbarui DPR. Masa laut di sekat2 gak ada asal usulnya indonesia di injek2 tuh sm asing dan warga sendiri (DPR),1.89E+18,,yourcocaina,in,,0,0,0,https://x.com/fashion394712/status/1885369001150386625,1.80E+18,fashion394712
1.89E+18,Fri Jan 31 15:50:11 +0000 2025,0,normal,Njir muka songong kalo jatuh miskin langsung bunuh diri.,1.89E+18,,,in,"Selangor, Malaysia",0,0,0,https://x.com/rocky5harbes/status/1885354904048513139,99085114,rocky5harbes
1.89E+18,Fri Jan 31 15:50:11 +0000 2025,0,depresi,ini gaada yg mau bunuh gua apa? soalnya bunuh diri dosa,1.89E+18,,,in,,0,1,0,https://x.com/_oktaav/status/1885354901481586966,1.82E+18,_oktaav
1.89E+18,Fri Jan 31 22:28:23 +0000 2025,0,depresi,aku yg baca cape loh?! jd cowo ko harus disuruh kuat melulu. mereka manusia jg kali. di sini konteksnya hal2 kecil. kecuali tu cewe dilarang kerja baru ngomong ttg ego drama bgt monyet,1.89E+18,,,in,,0,0,0,https://x.com/vampyhollie_/status/1885455112879190080,1.84E+18,vampyhollie_
1.89E+18,Fri Jan 31 15:48:50 +0000 2025,0,normal,Semoga kenyataan sebenarnya Abang nya gak bunuh diri ya kak ya walaupun misal dia dibunuh itu pun hal yg menyakitkan jg,1.89E+18,,,in,,0,0,0,https://x.com/SyahlaSyafila/status/1885354560837083182,1.78E+18,SyahlaSyafila
1.89E+18,Fri Jan 31 15:46:19 +0000 2025,0,depresi,pernah dan beneran bikin stres. ini bb gue yg awalnya 55kg jadi 45kg soalnya guilt tripping dan bikin gue jadi nherasa sedih ngerasa bersalah bikin gue nangis karena gue ngerasa kalo gue tuh orang yg jahat,1.89E+18,,,in,"Osaka, Japan",0,0,0,https://x.com/kittsahi/status/1885353929791463908,1.75E+18,kittsahi
1.89E+18,Fri Jan 31 15:45:47 +0000 2025,0,depresi,Kok gw ngerasa bersalah ya buat nyenengin diri sendiri..?,1.89E+18,,,in,Jakarta Capital Region,0,1,0,https://x.com/PHN316/status/1885353793057153507,9.00E+17,PHN316
1.89E+18,Fri Jan 31 15:42:42 +0000 2025,1,depresi,@Zaxveline kayaknya alarm mau bunuh diri aja deh,1.89E+18,,Zaxveline,in,Bikini Bottom,0,0,0,https://x.com/eharoldkrabss/status/1885353019384225834,1.48E+18,eharoldkrabss
1.89E+18,Fri Jan 31 15:38:16 +0000 2025,0,normal,@alfiizahra jangan menyerah ya buat diri sendiri,1.89E+18,,alfiizahra,in,"Yogyakarta, Indonesia",0,0,0,https://x.com/salsatrash/status/1885351903363817781,1.65E+18,salsatrash
1.89E+18,Fri Jan 31 15:37:15 +0000 2025,0,normal,@BayuAngora Dah jelas miliaran orang muslim akan marah kalau Alqur'an dibakar kenapa pula usil iseng ngebakar ne .... kebebasan ekspresi tuh tampar sundut pakai rokok muka mu sendiri Bunuh diri lebih baik cuy ... drpd maksa orang lain untuk hargai apa pun mau mu,1.89E+18,,BayuAngora,in,,0,0,0,https://x.com/GhzamK18503/status/1885351648899604642,1.71E+18,GhzamK18503
1.88E+18,Fri Jan 31 15:32:37 +0000 2025,0,normal,@Joncwon KAK UCUN? kenapa di blok woy yank?apa?kenapa diblokha?ya orang telpon telpon terus ya kenapa?kan aku pengen telponan ya masa ga boleh login sih yaallah apa siywdah jawab dulu anj lama bunuh diri gwstres anying,1.89E+18,,Joncwon,in,"닝닝, 02_ ★ !",0,1,0,https://x.com/Ninghning/status/1885350481264071160,1.31E+18,Ninghning
1.89E+18,Fri Jan 31 15:29:08 +0000 2025,0,normal,kynya untuk jatuh cinta sekarang lebih tenang dan ikhlas mau gimanapun nnti buruknya dia dibelakang mungkin lebih tidak mau mencari tau apapun ttg yg menyakitkan karna percaya rasa bersalah yg akan dia alami pasti akan lebih menyakiti diri dia sendiri️️,1.89E+18,,,in,"Bogor, Jawa Barat",0,0,0,https://x.com/skyflwr4/status/1885349605640159735,1287985166,skyflwr4
1.89E+18,Fri Jan 31 15:28:36 +0000 2025,0,depresi,Mending bunuh diri bang daripada cerita.,1.89E+18,,,in,,0,1,0,https://x.com/Yogiriz/status/1885349469849538816,259628561,Yogiriz
1.89E+18,Fri Jan 31 15:27:49 +0000 2025,2,normal,Hari Hari Ada Aja Gebrakan Orang Bunuh Diri Di Solo Kalau Punya Masalah Sini Cerita.,1.89E+18,,,in,"Surakarta, Jawa Tengah",0,3,1,https://x.com/priaklasik_/status/1885349274290184662,1.77E+18,priaklasik_
1.89E+18,Fri Jan 31 15:26:31 +0000 2025,0,depresi,@ManjiroIsOkay KOK PASRAH GINI. Aku jadi merasa bersalah.,1.89E+18,,ManjiroIsOkay,in,CA 2D CANON.,0,1,0,https://x.com/quecuidate/status/1885348945171448215,2538061518,quecuidate
1.89E+18,Fri Jan 31 15:23:42 +0000 2025,1,normal,...Moko galau dan pengen bunuh diri karena mimpinya harus dikubur. Tapi kenapa Yandy menghindari adegan semacam itu dan memilih bermain dengan narasi visual yg lebih bikin hangat dari pada sedih? Sekali lagi karena dia ga ingin terlalu vulgar ngejelasin emosi ya meskipun...,1.89E+18,,directedbymine,in,,0,1,1,https://x.com/directedbymine/status/1885348238791708827,1.68E+18,directedbymine
1.89E+18,Fri Jan 31 22:26:46 +0000 2025,0,depresi,gua cape disalah salahin mulu tiap ada masalah sllu gua yg disalahin pdhl blm tentu gua yg salah anjir,1.89E+18,,,in,jimin harem,0,0,0,https://x.com/aI1eycat/status/1885454706094596117,1.34E+18,aI1eycat
1.88E+18,Fri Jan 31 15:21:30 +0000 2025,0,normal,@convomf Pantesan banyak yang bunuh diri,1.89E+18,,convomf,in,around @luluthfida,0,0,0,https://x.com/agnadian/status/1885347683432620228,202089357,agnadian
1.89E+18,Fri Jan 31 15:15:41 +0000 2025,0,depresi,Harus jadi kuat tapi kadang bikin kita ngerasa sendirian bgt Mental gmn? Jelas rusak Kalo bicara soal mental kita sering lebih rentan banyak dr kita yg ngalamin depresi kecemasan atau bahkan mikir buat ngakhiri hidup karena ya dikucilkan itu sakit bgt bikin kita ngerasa gk,1.89E+18,,kimkiran129485,in,,0,1,0,https://x.com/kimkiran129485/status/1885346218710077442,1.86E+18,kimkiran129485
