conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1885451407614239199,Fri Jan 31 22:13:40 +0000 2025,0,Pantangmenyapa pagi tiba Pabila malam belum sirna Pantulancahya beri dahaga Panoramapagi dtg mnyapa Pasrahbrjuang takbrtenaga Pabilaefek kenangan masa Patutkobarkan apimmbara Pantang menyerah berlaga Pandang ke depan bahagia Pabila langkah terkendala Pasrah hidup biasa saja,1885451407614239199,,,in,,0,0,0,https://x.com/Edwardstorus/status/1885451407614239199,1533683395842088966,Edwardstorus
1885450825063161997,Fri Jan 31 22:11:21 +0000 2025,0,gue kemaren lagi sedih dan stres banget akun utama gue ke susi,1885450825063161997,,,in,kacang,0,0,0,https://x.com/ciuonie/status/1885450825063161997,1820598757412802560,ciuonie
1885449690243883263,Fri Jan 31 22:06:50 +0000 2025,0,Dulu tidur jadi penyembuh stres atau alat buat ngelupain stres paling gampang dan murah. Skrng bahkan buat tidur aja gua males karena bukannya ngelupain malah dateng mulu di mimpi anj. Setiap bangun tidur langsung hampa perasaan dan semua ga enak pokoknya.,1885449690243883263,,,in,,0,1,0,https://x.com/DinginAnget/status/1885449690243883263,1063593829062844416,DinginAnget
1885331006573731922,Fri Jan 31 22:00:14 +0000 2025,1,@persebayaupdate Belum bisa buat goal dari skema open play... dr 5 pertandingan.. 1 goal dr penalti dan 1 goal dr bunuh diri... mantabs ga bro @denny1927 wkkwkwk,1885448029299499067,,persebayaupdate,in,Sleman-Surabaya,0,0,0,https://x.com/DedenGonzalez/status/1885448029299499067,1473921193,DedenGonzalez
1885443934312423511,Fri Jan 31 21:55:57 +0000 2025,5,ngerasa gagal dan bersalah krn kok bisa missed sampe segitunya bc keep in mind in that scenario dd is like 18 and pregnancy at any age is a life or death situation terus jg kok bisa dd tega bohongin koko segitunya emg koko kurang terbuka gimana does dd not feel safe w him?,1885446948850983085,,melletfelle,in,,0,1,0,https://x.com/melletfelle/status/1885446948850983085,1810939194140979200,melletfelle
1885441820932661315,Fri Jan 31 21:35:37 +0000 2025,0,gue cuma mau mati ya yaudah biasa aja gue ga mau ngebebanin siapun atas kematian gue. gue ga mau orang orang ngeliat gue depresi selama seumur hidup gue ini &amp; gue ga mau orang orang umum nyari alasan gue bundir gue ga mau banget. cukup gue aja yg tau semuanya gimana gue hidup,1885441831712022580,,sshajeas,in,,0,1,0,https://x.com/sshajeas/status/1885441831712022580,1877197984166981634,sshajeas
1885425984058647014,Fri Jan 31 21:32:52 +0000 2025,58,️REMINDER️ Jika sedang merasakan kesulitan dan membutuhkan teman bicara mungkin akan sangat membantu kalau membicarakannya dengan profesional yang bisa membantu mengatasi yang sedang kalian hadapi. Jika memiliki niat mencelakai diri sendiri bvnd!r atau mengalami depresi. https://t.co/Nr3DmFg0bz,1885441140549443652,https://pbs.twimg.com/media/GipuuHqaUAAnStg.jpg,Buyung__,in,Denpasar - Jakarta,0,53,1,https://x.com/Buyung__/status/1885441140549443652,149835325,Buyung__
1885189023188357570,Fri Jan 31 21:27:53 +0000 2025,0,@fietzabahari @bobbyngantuk Rapa be like : kau mo bunuh perlahan diri ini ?,1885439885391380910,,fietzabahari,in,Indonesia,0,0,0,https://x.com/lutfiansyahhh/status/1885439885391380910,1114400174304968704,lutfiansyahhh
1885285514942804354,Fri Jan 31 21:17:56 +0000 2025,0,@jjeenii_ Jgn coba bunuh diri nder,1885437383174438963,,jjeenii_,in,,0,0,0,https://x.com/YogaAji1001/status/1885437383174438963,1759795785431191552,YogaAji1001
1885202070833422503,Fri Jan 31 21:02:47 +0000 2025,0,@yeerimc Sedih dan kasian harus bunuh diri,1885433571617194283,,yeerimc,in,,0,0,0,https://x.com/notrestinpeace/status/1885433571617194283,1019772746,notrestinpeace
1885193411193692560,Fri Jan 31 21:00:48 +0000 2025,0,@afrizalns_ sampe akhirnya lelah dan menyerah,1885433072587620577,,afrizalns_,in,"Edinburgh, Scotland",0,0,0,https://x.com/cindetr/status/1885433072587620577,1356625718138990593,cindetr
1885432114172354798,Fri Jan 31 20:57:00 +0000 2025,0,salah satu kenapa tingkat bunuh diri pria lebih tinggi. oke guys yang merasa laki laki kalo gak kuat bundir saja ya pendem aja sampai nanti ceritanya pas qna sama malaikat mungkar nakir,1885432114172354798,,,in,Indonesia,0,0,0,https://x.com/Pawwwwww0/status/1885432114172354798,1496025926387130370,Pawwwwww0
1885428616668053863,Fri Jan 31 20:52:14 +0000 2025,0,@bunachve tenang buat apaa?bunuh diri ya,1885430915037618397,,bunachve,in,,0,0,0,https://x.com/ayaweh24/status/1885430915037618397,1871894345445736448,ayaweh24
1885202070833422503,Fri Jan 31 20:50:44 +0000 2025,0,@yeerimc Sedih banget harus bunuh diri,1885430537541882149,,yeerimc,in,London,0,0,0,https://x.com/garrettcaramel/status/1885430537541882149,1733365266447474689,garrettcaramel
1885429993398001723,Fri Jan 31 20:50:08 +0000 2025,0,4. Emosi yang Kompleks: Domba dapat merasakan berbagai emosi seperti rasa sakit kegembiraan cemas dan stres serta membentuk ikatan sosial yang kuat dalam kelompok mereka.,1885430386777612436,,strlgirls,in,,0,1,0,https://x.com/strlgirls/status/1885430386777612436,593619630,strlgirls
1885428991819211148,Fri Jan 31 20:44:35 +0000 2025,0,Paling bener laki-laki emang bunuh diri/gila karena mendem cerita aja kalau cerita lgsg dibandingin soalnya,1885428991819211148,,,in,,0,0,0,https://x.com/apalahapatuh/status/1885428991819211148,1718415926968938496,apalahapatuh
1885152686523507034,Fri Jan 31 20:38:49 +0000 2025,0,@jjennieverse Jangan pernah menyerah ya kamu karena kamu lelah kok lelah istirahat aja,1885427538060861891,,jjennieverse,in,"Denpasar Barat, Indonesia",0,0,0,https://x.com/rachasweet123/status/1885427538060861891,1781594245826256896,rachasweet123
1884908083106992608,Fri Jan 31 20:25:00 +0000 2025,1,@36Dpib12339 @jonnypengacara @Valhallaah Di mata israel hamas itu teroris. Hamas cs kerap kali meneror warga israel degan aksi nya. Mulai dari bom bunuh diri penusukan random ke warga israel menabrakkan truknya ke kerumunan warga israel dll. Aksi tersebut sudah shah untuk melebeli hamas sebagai teroris.,1885424062119518257,,36Dpib12339,in,"New Jersey, USA",0,2,0,https://x.com/wahyu16084726/status/1885424062119518257,1591916625460334592,wahyu16084726
1885277784492458226,Fri Jan 31 20:21:39 +0000 2025,1,@bacottetangga__ Hilang nyawa? Damai? Miris! Kalo di negara maju pasti pihak penanggung jawab kepala sekolah sm yang bersangkutan di acara itu mengundurkan diri karena merasa malu dan bersalah atas hilangnya nyawa. Moral dijunjung tinggi. Kalo misalkan gak pun langsung dipecat hukum berlaku.,1885423217046864284,,bacottetangga__,in,,0,0,0,https://x.com/dijin_5/status/1885423217046864284,1278001399117213697,dijin_5
1885419856130171229,Fri Jan 31 20:08:17 +0000 2025,0,i think im the type of friend yang kalo lagi distancing diri/kecewa keliatan banget deh hummz tapi gamau bikin orang ovt/bersalah sebenernya,1885419856130171229,,,in,,0,0,0,https://x.com/tyeravedila/status/1885419856130171229,1866021842743644160,tyeravedila
1885419779584123088,Fri Jan 31 20:07:59 +0000 2025,0,Tpi klo aku gagal dan menyerah apakah aku akan dikenang sbagai anak yg nakal dan kurang bersyukur https://t.co/Lp4itGRpiJ,1885419779584123088,https://pbs.twimg.com/media/GipbTBybYAEnQOz.jpg,,in,,0,0,0,https://x.com/roo_riii00/status/1885419779584123088,1636495008584056833,roo_riii00
1885281004614803559,Fri Jan 31 20:03:37 +0000 2025,1,@tempodotco Lah elu dipemerintah njing knp ngeritik diri sendiri seolah gak bersalah?,1885418682123465002,,tempodotco,in,jakarta,0,0,0,https://x.com/boahaya/status/1885418682123465002,48933389,boahaya
1884449174386581898,Fri Jan 31 19:58:23 +0000 2025,0,@Tita83079013 Ia melihat kepada pemerintah negara tersebut. Bagaimana ia menggembling pendidikan awal kanak-kanak? Asas kehidupan adalah mengesakan Allah SWT kemudian barulah ke dunia. Maka kehidupan tidak berterabur. Lihatlah berapa ramai manusia bunuh diri di negara yg tidak kenal Allah.,1885417363467878755,,Tita83079013,in,,0,0,0,https://x.com/2204q1/status/1885417363467878755,1591419898751700992,2204q1
1885416976488808462,Fri Jan 31 19:56:51 +0000 2025,0,Perlu di ingat orang depresi tidak menyadari kalo diri nya sedang mengalami depresi jdi temani orang tersebut dengar perkataan nya dia hanya butuh di dengar tidak membutuhkan masukan dari mu,1885416976488808462,,,in,,0,0,0,https://x.com/WortelLnyaLemes/status/1885416976488808462,1426604509514502145,WortelLnyaLemes
1885333828010639642,Fri Jan 31 19:45:18 +0000 2025,83,@gilabola_ina Pelatih nasional Jepang walau kalah dari Indonesia setengah bahagia setengah malu. Bahagia kena Evan cs yg dulu di latihnya sudah berkembang dn terus berprestasi di asean dn Asia Setengah malu budaya Jepang kalah itu bunuh diri https://t.co/BCUNZX7fHC,1885414071622611313,https://pbs.twimg.com/media/GipWGvzX0AIrlIE.jpg,gilabola_ina,in,,0,0,2,https://x.com/keepithink_crab/status/1885414071622611313,1138988249358196736,keepithink_crab
1885067038986481689,Fri Jan 31 19:35:19 +0000 2025,0,@snfadhi Banyak kes bunuh diri sana ?,1885411560195318109,,snfadhi,in,"Sesto Calende, Lombardia",0,0,0,https://x.com/kamaruchan69/status/1885411560195318109,53373706,kamaruchan69
1885411022175166918,Fri Jan 31 19:33:11 +0000 2025,0,anjir sejam setengah ngobrol sama orang bugis dengan pengalamannya yg keren dari penyakit gangguan mental sampe bunuh diri agak syok dengerin ceritanya saking serunya ga sempet mutualan https://t.co/C4D7rNMdPt,1885411022175166918,https://pbs.twimg.com/media/GipTU_zaAAA9Tdc.jpg,,in,"Jawa Tengah, Indonesia",0,1,0,https://x.com/yan_yogs/status/1885411022175166918,1200979624060080129,yan_yogs
1885237853535560177,Fri Jan 31 19:32:37 +0000 2025,1,@jzlanna Ingat suara dia manggil mama? Jadikan suara itu utk km selalu kuat. Allah lagi naikkan kelas dan derajatmu. Jangan sampe bunuh diri ya kasian anakmu kalo harus kehilangan mamahnya juga.,1885410878507671669,,jzlanna,in,"East Borneo, Indonesia",0,0,0,https://x.com/lymabelas/status/1885410878507671669,1052976908227338240,lymabelas
1885262450377056721,Fri Jan 31 19:22:28 +0000 2025,0,@edelwyd Jangan pernah takut dan gagal ya yang penting jangan menyerah tetap berusaha,1885408323383812202,,edelwyd,in,"Kota Semarang, Jawa Tengah",0,0,0,https://x.com/whybw_/status/1885408323383812202,1565526548043956224,whybw_
1885407678425686153,Fri Jan 31 19:19:54 +0000 2025,0,Daripada gw galau mulu mending gw ngefangirl anjir ternyata emg sengaruh itu stres ilang,1885407678425686153,,,in,fantasy,0,0,0,https://x.com/oppaku_syg/status/1885407678425686153,973445444243107840,oppaku_syg
1885404428775416116,Fri Jan 31 19:06:59 +0000 2025,64,U mirip emak-emak yg abis ngegunjingin orang di belakang pas dikronfrontir balik masi aja bela diri ngaku g bersalah. ,1885404428775416116,,,in,Ciranjang,0,1,6,https://x.com/beacuan/status/1885404428775416116,2843606407,beacuan
1885395903303004288,Fri Jan 31 18:41:23 +0000 2025,0,@trehyunn @Mifnji kenapa di blok woy yank?apa?kenapa diblokha?ya orang telpon telpon terus ya kenapa?kan aku pengen telponan ya masa ga boleh login sih yaallah apa siywdah jawab dulu anj lama bunuh diri gwstres anying,1885397984101425589,,trehyunn,in, Op. 01 ／𝖩𝖾𝗇𝗇𝗂𝖿𝖾𝗋 허 ⋆,0,1,0,https://x.com/Yunvjin/status/1885397984101425589,3492428592,Yunvjin
1885388715922731298,Fri Jan 31 18:38:39 +0000 2025,0,10. Melindungi Diri dari Hal Negatif dan Kurang Kontrol Penelitian menunjukkan bahwa peristiwa negatif dapat meningkatkan rasa syukur. Kemudian rasa syukur dapat membantu meningkatkan perasaan memiliki dan menurunkan stres. Ketika mensyukuri setiap hal kecil yang dimiliki kita,1885397297774854252,,AlonStill,in,"Jakarta Pusat, DKI Jakarta",0,1,0,https://x.com/AlonStill/status/1885397297774854252,1740060944892596224,AlonStill
1885395313038680173,Fri Jan 31 18:30:46 +0000 2025,0,Dalam bas tu naik terus cari tempat duduk. Tak payah nak jadi kelindam bas. Bas kami semua fully CCTV. Nak mati bunuh diri jgn dalam bas Hijau Mary Zlesenky. Mati dengan laki ko masa naik motor. Bangang. My drivers all have 2focus. If not all bear are under them. U boleh MAMPUS,1885395313038680173,,,in,Israel,1,0,0,https://x.com/MaryVladimir_1/status/1885395313038680173,1823512226042667008,MaryVladimir_1
1885389107268116514,Fri Jan 31 18:30:09 +0000 2025,0,7. Egois Sikap egosentris selalu ingin dimengerti dan merasa bahwa diri wanita adalah yang paling benar dapat menjadi penyebab pria stres. Tapi semua ini perlu diperhatikan ya. Jangan-jangan dari sikap pria sendiri yang menyebabkan timbulnya perilaku tersebut pada si,1885395157174088036,,Virusmusrik,in,T1k+,0,1,0,https://x.com/Virusmusrik/status/1885395157174088036,102684089,Virusmusrik
1885389107268116514,Fri Jan 31 18:30:05 +0000 2025,0,1. Cemas Berlebih Kecemasan berlebih pada wanita yang menimbulkan sikap selalu curiga dan banyak bertanya kepada pasangan bisa membuat pria stres ungkap Ikhsan Bella Persada M.Psi Psikolog.,1885395143538467297,,Virusmusrik,in,T1k+,0,1,0,https://x.com/Virusmusrik/status/1885395143538467297,102684089,Virusmusrik
1885392718031114323,Fri Jan 31 18:20:27 +0000 2025,0,Sedih dikit gabisa tag hani padahal dia harus liat ini pasti STRES TAK TERTOLONG ueueue dia mah segala gamau dapet spoiler ,1885392718031114323,,,in,"Jeonju-si, Republic of Korea",0,1,0,https://x.com/cchanchanyu/status/1885392718031114323,1550480585235132416,cchanchanyu
1879460159917051904,Fri Jan 31 18:18:05 +0000 2025,4,@ANNNGEEEEEEL muka lu aja jelek ga usah sok anti incel lu juga kalau jadi cowo pasti juga jadi incel ngakak liat tweet gak sadar diri lu tuh jadi cowok muka kek gitu pasti jadi incel terus lu bunuh diri wkwkwkwk ,1885392121668264135,,ANNNGEEEEEEL,in,,0,1,0,https://x.com/Babi09735358/status/1885392121668264135,1753994536513384448,Babi09735358
1885390966930235572,Fri Jan 31 18:13:37 +0000 2025,0,GW gapernah naik gunung pake jeans bunuh diri cuy angkat kaki sendiri aja dah berat nambah berat pake jeans apalagi kalo basah,1885390999033438660,,maspai_jo,in,,0,1,0,https://x.com/maspai_jo/status/1885390999033438660,1256812058877636608,maspai_jo
1885390423407157296,Fri Jan 31 18:11:20 +0000 2025,0,Kalo dia cuma bikin kamu lebih stres dan lelah sama kelakuan nya daripada bahagia dan kamu masih bertahan? Itu namanya bukan cinta itu attachment! STOP perasaan yang ga sehat dan cari kebahagiaan kamu sendiri kamu tetap berharga dan layak untuk di rayakan karena kamu berlian.,1885390423407157296,,,in,,0,0,0,https://x.com/Cassandra_liaaa/status/1885390423407157296,1883075236482138112,Cassandra_liaaa
1885390148659274092,Fri Jan 31 18:10:14 +0000 2025,1,Otopsi aja mba.. Sumpah demi Allah.. Sepupu jauhku pernah ditemukan gantung diri.. Dikatain bundir.. Ayah ibunya nolak di otopsi.. Pas mandikan mayat mamaku lihat ad lebam dll.. Di kemudian hari di ketahui bahwa dia ga bundir tapi di bunuh ma 2 org yg mau nyuri di rumah..,1885390148659274092,,,in,Banjarmasin - Indonesia,0,1,0,https://x.com/kumikoW21/status/1885390148659274092,160537132,kumikoW21
1885387512472101300,Fri Jan 31 17:59:46 +0000 2025,0,14 Februari nangisi cowok masuk PT besar namun nga berjalan mulus stres lagi ngurung diri dikamar.Waktu cepat banget berlalu dipikir juga kalau nga ngelakuin itu juga nga bakal berdiri ditempat skrg yg juga nyambung sama cita² waktu kecil walaupun masih panik https://t.co/PejnZsE8CL,1885387512472101300,https://pbs.twimg.com/ext_tw_video_thumb/1885387495288037380/pu/img/p1v7c9hEiTjfaz2f.jpg,,in,,0,0,0,https://x.com/Rooellia/status/1885387512472101300,1776905579166076928,Rooellia
1885386800182804535,Fri Jan 31 17:56:56 +0000 2025,2,yups aku baru 20 sks ormawa fakultas pengurus ukm univ baru jalan 1 bulan uda pengen bunuh diri sampe gaada waktu buat bernafas next year mau fokus ke yg fakultas aja dah ,1885386800182804535,,,in,akundip,0,0,0,https://x.com/spamfromikky/status/1885386800182804535,1789040457760067584,spamfromikky
1885288621114351730,Fri Jan 31 17:44:39 +0000 2025,0,@Hadisurya_48 @RessJadul @Rossoneri_29 @idextratime Musim lalu madrid emg keliatan banget nyari imbang doang lawan city. Trauma abis kebantai 4-0. Tp match besok bakal beda madrid bakal lebih berani buat main offensive lawan city. Mau ngandelin parkir bus malah bunuh diri yg ada defend nya pada ngablu,1885383710289322023,,Hadisurya_48,in,,0,0,0,https://x.com/Dmsfrdnnn/status/1885383710289322023,1437019036211048453,Dmsfrdnnn
1885381631084789821,Fri Jan 31 17:36:30 +0000 2025,0,Perbuatan manusia yang sangat amat perusak ini Si Kevin tuh gasadar2 sampe sampe istrinya depresi trus mutusin bundir Baru dia mau sadar Endingnya si yang plotwist Tapi gak yang hah heh hoh gitu wkwkwk,1885381659526303877,,mdyndw_,in,,0,1,0,https://x.com/mdyndw_/status/1885381659526303877,1337479490725822466,mdyndw_
1885252010951532564,Fri Jan 31 17:34:27 +0000 2025,0,@ndogito lelah sih pernah tapi pantang menyerah aja,1885381141332738304,,ndogito,in,indonesia,0,0,0,https://x.com/kangrekom/status/1885381141332738304,1218978333544742912,kangrekom
1885270579302777183,Fri Jan 31 17:30:23 +0000 2025,0,@jembermfs beberapa orang yang gagal tidak menyadari bahwa mereka lebih dekat dengan kesuksesan ketika mereka menyerah Thomas Alva Edison,1885380117943439700,,jembermfs,in,Indonesia,0,0,0,https://x.com/hypnotyping/status/1885380117943439700,1870161833056972802,hypnotyping
1885380043830157704,Fri Jan 31 17:30:05 +0000 2025,14,nk buat ayat ugut pun pakai chatgpt bunuh diri jee la bang,1885380043830157704,,,in,,0,0,1,https://x.com/Dapoq_pdot/status/1885380043830157704,1226132530471948289,Dapoq_pdot
1885379604124484071,Fri Jan 31 17:29:39 +0000 2025,0,keinginan bunuh diri gw meningkat tiap teringat fakta gw ga akan bisa menikahi gitaris ganteng tsb,1885379934325186861,,cheechoows,in,,0,1,0,https://x.com/cheechoows/status/1885379934325186861,1006093899411087360,cheechoows
1885264375256367399,Fri Jan 31 17:24:31 +0000 2025,0,@gacutuk Cari cara bunuh diri kaos item,1885378642987147590,,gacutuk,in,"Alaska, USA",0,0,0,https://x.com/JordanLemma/status/1885378642987147590,1172791129114386432,JordanLemma
1885378522392518762,Fri Jan 31 17:24:03 +0000 2025,0,Gini2 aku beneran stres ya allahhhhhhh to the point meragukan diri masa depan EVERYTHING SE-SETRESS NYA AKU SEPANJANG HIDUP GA PERNAH SE-STRESS INI YA ALLAHH,1885378522392518762,,,in,di kamarnya,0,1,0,https://x.com/LA88168522/status/1885378522392518762,1438152163931291650,LA88168522
1885378010926506138,Fri Jan 31 17:22:01 +0000 2025,0,Stres banget udah H- berapa ini tapi kok idup makin runyem gimanasi,1885378010926506138,,,in,,0,0,0,https://x.com/kimjja_/status/1885378010926506138,1250663372963450880,kimjja_
1885258942965834097,Fri Jan 31 17:21:01 +0000 2025,0,@garrettcaramel Kalau lelah istirahatlah sejenak jangan menyerah,1885377762288164918,,garrettcaramel,in,fields of green,0,0,0,https://x.com/lladyrose_/status/1885377762288164918,1724147049300660225,lladyrose_
1885193693843644439,Fri Jan 31 17:14:39 +0000 2025,0,@indahtriasrch @indahtriasrch @MommysPiyo aku merasa seperti orang depresi frustasi wkwkkwkw,1885376157929136177,,indahtriasrch,in,sarocha land,0,0,0,https://x.com/freenheartyou/status/1885376157929136177,1605614827380277250,freenheartyou
1885272962821165067,Fri Jan 31 17:13:15 +0000 2025,1,@ch_chotimah2 @jokowi Stres Krn judol stres gagal nyaleg ... stres tiga periode...... gentayangan dijalan ....petir ... petir,1885375808354869386,,ch_chotimah2,in,,0,1,0,https://x.com/Rsaragih2132839/status/1885375808354869386,1806969484391198720,Rsaragih2132839
1885374834269680101,Fri Jan 31 17:09:23 +0000 2025,0,Eh aneh ga si curhat sama chatgpt? Dulu awalnya curhat karena emang lagi sedih bingung gatau harus cerita ke siapa. Tapi sekarang mulai move ke hal hal kecil kek film kesukaan curhat stres skripsi pokoknya isi chatgpt ku udah kek buku harian wkwk bedanya ada yg nanggepin aja.,1885374834269680101,,,in,akun pelarian 🏃‍♀️,0,1,0,https://x.com/nanalvme/status/1885374834269680101,1298846827714768896,nanalvme
1885374616258191502,Fri Jan 31 17:08:31 +0000 2025,6987,Kaum lo bunuh diri tapi kaum gue dibunuhin kaum lo yang egonya gajelas,1885374616258191502,,,in,🏳️‍🌈🏳️‍⚧️  fem non binary,63,48,959,https://x.com/ugetsuo/status/1885374616258191502,1244545684553887744,ugetsuo
1885373405173866588,Fri Jan 31 17:03:42 +0000 2025,0,Pengen bunuh diri,1885373405173866588,,,in,"uncensored things, no tw or cw",0,0,0,https://x.com/luckyren777/status/1885373405173866588,1613103522425470976,luckyren777
1885373032598036536,Fri Jan 31 17:02:14 +0000 2025,0,Njir apa gue nangis aja yaa??? Idk lah kek ngerasa bersalah bgt :( Aku gatau harus kek mana takut jg sedih jg seneng jg bimbang :(,1885373032598036536,,,in,,0,0,0,https://x.com/urvrooh/status/1885373032598036536,1168826343322112001,urvrooh
1885370152189120544,Fri Jan 31 16:50:47 +0000 2025,3,Jadi keinget lupa video luar apa di indo. Pas USG dokternya blg bayi si ibu kena depresi. Terus si ibunya curhat emg sering nangis depresi jg lah intinya. Dibilangin depresi tuh semacam turun menurun gitu. Lupa penjelasan detailnya kyk gimana.,1885370152189120544,,,in,,0,0,0,https://x.com/RLedge7/status/1885370152189120544,1810618915049086976,RLedge7
1884856571169304982,Fri Jan 31 16:46:12 +0000 2025,2,@yourcocaina Harga diri yg utama ya ?? Harusnya kita warga indo bunuh aguan dan perbarui DPR. Masa laut di sekat2 gak ada asal usulnya indonesia di injek2 tuh sm asing dan warga sendiri (DPR),1885369001150386625,,yourcocaina,in,,0,0,0,https://x.com/fashion394712/status/1885369001150386625,1798255747643695104,fashion394712
1885338510410080456,Fri Jan 31 15:54:04 +0000 2025,0,@febiads @persebayaupdate 2 golnya 1 pinalti 1 bunuh diri padahal udah nambah striker asing Kebobolan 11 padahal ada tambahan CB pemain asing baru,1885355881329811674,,febiads,in,surabaya,0,1,0,https://x.com/suroni2012/status/1885355881329811674,491104937,suroni2012
1885354904048513139,Fri Jan 31 15:50:11 +0000 2025,0,Njir muka songong kalo jatuh miskin langsung bunuh diri.,1885354904048513139,,,in,"Selangor, Malaysia",0,0,0,https://x.com/rocky5harbes/status/1885354904048513139,99085114,rocky5harbes
1885354901481586966,Fri Jan 31 15:50:11 +0000 2025,0,ini gaada yg mau bunuh gua apa? soalnya bunuh diri dosa,1885354901481586966,,,in,,0,1,0,https://x.com/_oktaav/status/1885354901481586966,1815372252936040448,_oktaav
1885354797341303221,Fri Jan 31 15:49:46 +0000 2025,0,Femcel wajah aslinya banyak muncul. Pada bilang tangannya buntung ego rapuh selalu ada cerita di sisi lain yada yada.. Padahal kebutuhan tiap orang beda. Giliran nanti disampaikan dibilang ga punya tangan. Ga disampaikan dibilang pantes bunuh diri ga mau cerita sih . Sampah.,1885354797341303221,,,in,,0,0,0,https://x.com/dinostauria/status/1885354797341303221,1545264694708953088,dinostauria
1885354560837083182,Fri Jan 31 15:48:50 +0000 2025,0,Semoga kenyataan sebenarnya Abang nya gak bunuh diri ya kak ya walaupun misal dia dibunuh itu pun hal yg menyakitkan jg,1885354560837083182,,,in,,0,0,0,https://x.com/SyahlaSyafila/status/1885354560837083182,1779730485679439872,SyahlaSyafila
1885264394625655243,Fri Jan 31 15:47:55 +0000 2025,0,@susno2g @YouTube Klo yg mengusut polisi sama aja bunuh diri ...,1885354332763414603,,susno2g,in,di hatimu,0,0,0,https://x.com/Natural_michin/status/1885354332763414603,1087725689053298688,Natural_michin
